S/N,List Year,Date Recorded,Town,Address,Property Type,Assessed Value,Sale Amount
2615,2021,1/21/2022,Newington,45 FOX RUN CT,Residential,"122,060","232,000"
2616,2021,1/21/2022,Waterbury,2344 NORTH MAIN ST,Residential,"56,210","160,000"
2617,2021,1/21/2022,Suffield,50 H 40 51,Vacant Land,"6,650","5,000"
2618,2021,1/21/2022,Norwalk,48 LOCKWOOD LN,Residential,"277,790","510,000"
2619,2021,1/21/2022,Waterbury,119 TAFT POINTE #20-4,Residential,"91,060","180,000"
2620,2021,1/21/2022,Stamford,199 WARDWELL STREET #3,Residential,"210,910","402,000"
2621,2021,1/21/2022,Torrington,118 BRADFORD RD,Residential,"101,750","245,000"
2622,2021,1/21/2022,Ridgefield,56 BRIAR RIDGE RD,Residential,"452,640","699,000"
2623,2021,1/21/2022,South Windsor,44 SAGINAW ST,Residential,"172,200","265,000"
2624,2021,1/21/2022,Southington,500-09 MILL ST,Residential,"194,020","350,000"
2625,2021,1/21/2022,Norwich,28 BALTIC ST,Residential,"90,600","165,000"
2626,2021,1/21/2022,Torrington,204 LINDBERG ST,Residential,"106,160","253,500"
2627,2021,1/21/2022,Southington,18 PARKVIEW DR,Residential,"124,880","261,000"
2628,2021,1/21/2022,Waterbury,12 PUTNAM ST,Residential,"48,090","145,000"
2629,2021,1/21/2022,North Haven,262 STATE ST,Commercial,"2,118,580","3,675,000"
2630,2021,1/21/2022,Stamford,1 BROAD STREET #PH33F,Residential,"736,030","1,075,000"
2631,2021,1/21/2022,Rocky Hill,28 CHESTNUT COURT,Residential,"101,170","216,000"
2632,2021,1/21/2022,Waterbury,126 CEDAR AVE,Residential,"73,790","186,000"
2633,2021,1/21/2022,Stamford,7 ROCKRIDGE LANE,Residential,"418,610","600,000"
2634,2021,1/21/2022,Norwich,17 FORESTVIEW DR,Residential,"96,500","210,000"
2635,2021,1/21/2022,Waterbury,358 CIRCULAR AVE,Residential,"145,030","325,000"
2636,2021,1/21/2022,Norwalk,19 ROCKMERE RD,Residential,"242,750","410,000"
2637,2021,1/21/2022,North Haven,24 WARNER RD,Residential,"243,310","299,000"
2638,2021,1/21/2022,Southington,73 BIRCHCREST DR,Residential,"144,190","235,000"
2639,2021,1/21/2022,Stamford,358 ROCKY RAPIDS ROAD,Residential,"445,860","810,000"
2640,2021,1/21/2022,Waterbury,80 SEYMOUR ST,Residential,"79,620","186,000"
2641,2021,1/21/2022,Torrington,246 HIGH ST,Residential,"78,860","156,000"
2642,2021,1/21/2022,Stamford,20 DALY STREET #2F,Residential,"111,470","209,000"
2643,2021,1/21/2022,Southington,60 BEECHWOOD DR,Residential,"213,510","390,996"
2644,2021,1/21/2022,Stamford,75 ORANGE STREET,Residential,"241,590","450,000"
2645,2021,1/21/2022,Ridgefield,30 ROCKWELL RD,Residential,"533,890","790,000"
2646,2021,1/21/2022,Norwich,38 NORTH CLIFF ST,Residential,"60,400","70,000"
2647,2021,1/21/2022,Old Saybrook,175 FERRY RD,Residential,"271,300","525,000"
2648,2021,1/21/2022,Stratford,27 MIRANDA LANE,Residential,"105,910","205,000"
2649,2021,1/21/2022,Oxford,21 PERRY LANE,Residential,"315,700","534,500"
2650,2021,1/21/2022,Plainville,TOWN LINE RD,Vacant Land,"16,660","3,037"
2651,2021,1/21/2022,Stratford,925 LONGBROOK AVENUE #108,Residential,"68,460","95,000"
2652,2021,1/21/2022,Norwalk,199 GREGORY BLVD UNIT A4,Residential,"338,529","650,000"
2653,2021,1/21/2022,Waterbury,394 HOMESTEAD AVE,Residential,"69,620","81,218"
2654,2021,1/21/2022,Torrington,81G HUNTER COURT,Residential,"59,080","149,900"
2655,2021,1/21/2022,Simsbury,34 OLD STONE CROSSING,Residential,"573,500","975,000"
2656,2021,1/21/2022,Waterbury,84 CONNECTICUT AVE,Residential,"46,210","43,000"
2657,2021,1/21/2022,Suffield,37 WINDBROOK DR,Residential,"455,980","729,000"
2658,2021,1/21/2022,Old Lyme,427 SHORE RD,Residential,"175,300","255,000"
2659,2021,1/21/2022,Stamford,444 BEDFORD STREET #2F,Residential,"158,850","262,500"
2660,2021,1/21/2022,New Hartford,7 BLACK BRIDGE ROAD,Residential,"99,050","190,000"
2661,2021,1/21/2022,Stamford,141 EAST LANE,Residential,"542,910","1,000,000"
2662,2021,1/21/2022,Ridgefield,58 PELHAM LA,Residential,"345,600","650,000"
2663,2021,1/21/2022,Norwich,25 PARK ST,Residential,"73,900","125,000"
2664,2021,1/21/2022,Stratford,62 SHANLEY STREET,Residential,"114,140","200,000"
2665,2021,1/21/2022,Southington,62 GEORGE ST,Residential,"120,720","275,000"
2666,2021,1/21/2022,New Milford,WHITE SWAN DR,Vacant Land,"47,460","57,250"
2667,2021,1/21/2022,Rocky Hill,2 DEER PATH,Residential,"181,020","311,000"
2668,2021,1/21/2022,North Haven,1247 RIDGE RD,Residential,"300,710","560,000"
2669,2021,1/21/2022,Plainville,28 CORNELL ST,Residential,"125,720","240,000"
2670,2021,1/21/2022,Stratford,19 ENRICA RITA WAY,Residential,"193,270","390,000"
2671,2021,1/21/2022,Southington,2 TOWN LINE RD,Vacant Land,"56,600","64,464"
2672,2021,1/21/2022,Simsbury,132 FIRETOWN ROAD,Residential,"197,140","305,000"
2673,2021,1/21/2022,Thompson,84 RICH RD,Residential,"108,300","136,000"
2674,2021,1/21/2022,Stamford,149 HOPE STREET,Residential,"562,170","885,000"
2675,2021,1/21/2022,Newington,337 CHURCHILL DR,Residential,"104,020","178,200"
2676,2021,1/21/2022,Orange,379 PECK LA,Residential,"190,800","180,500"
2677,2021,1/21/2022,South Windsor,402 STRAWBERRY LN,Residential,"204,300","340,000"
2678,2021,1/21/2022,Stamford,21 FIFTH STREET,Residential,"296,530","628,000"
2679,2021,1/21/2022,Suffield,1060 NORTH ST,Residential,"215,110","588,700"
2680,2021,1/21/2022,Southington,22 TOWN LINE RD,Vacant Land,"479,620","64,464"
2681,2021,1/21/2022,Norwalk,324 STRAWBERRY HILL AVE UNIT A,Residential,"89,680","155,000"
2682,2021,1/21/2022,Norwich,89 SCHOOL ST,Residential,"93,900","186,000"
2683,2021,1/21/2022,Waterbury,122 SUNNYSIDE AVE,Apartments,"157,020","330,000"
2684,2021,1/21/2022,Ridgefield,4 FILLMORE LA,Residential,"519,440","895,000"
2685,2021,1/21/2022,Torrington,106 HILLSIDE AVE UNIT C15,Residential,"61,760","111,500"
2686,2021,1/21/2022,Stonington,70 ALPHA AVE,Commercial,"268,100","413,000"
2687,2021,1/21/2022,New Milford,4707 CANDLEWOOD CONDO,Residential,"60,130","132,000"
2688,2021,1/21/2022,North Stonington,93 LAKESIDE,Residential,"99,120","73,000"
2689,2021,1/21/2022,Ridgefield,225 BENNETTS FARM RD,Residential,"379,500","1,564,500"
2690,2021,1/21/2022,Waterbury,31 WINCHESTER ST,Residential,"59,780","64,000"
2691,2021,1/21/2022,Stratford,170 WILBAR DRIVE,Residential,"206,500","396,000"
2692,2021,1/21/2022,Orange,48 TYLER CITY RD,Residential,"223,600","420,000"
2693,2021,1/21/2022,Rocky Hill,34-36 BIRCH ROAD,Residential,"117,460","275,000"
2694,2021,1/21/2022,Stamford,100 HOPE STREET #42,Residential,"233,690","380,000"
2695,2021,1/21/2022,Stamford,160 GLENBROOK ROAD #3B,Residential,"360,060","600,000"
2696,2021,1/21/2022,Southington,861-01 SOUTH MAIN ST,Residential,"108,720","199,000"
2697,2021,1/21/2022,Watertown,0 FALLS AVE & 131 FALLS AVE,Vacant Land,"21,500","105,000"
2698,2021,1/21/2022,West Haven,149 BEATRICE DR,Residential,"138,010","279,000"
2699,2021,1/21/2022,Woodbridge,20 SALEM RD,Residential,"352,310","555,000"
2700,2021,1/21/2022,West Haven,690 FOREST RD #771,Residential,"216,370","465,000"
2701,2021,1/21/2022,Windham,2 ANN ST,Residential,"129,700","276,000"
2702,2021,1/21/2022,Wolcott,19 OAK ST,Residential,"115,680","42,750"
2703,2021,1/21/2022,Winchester,74 STRONG TERRACE,Residential,"99,890","215,000"
2704,2021,1/21/2022,Windsor,26 SAWKA CIR,Residential,"172,340","333,000"
2705,2021,1/21/2022,Woodbury,5 SHAGBARK LANE #32B,Residential,"98,590","187,900"
2706,2021,1/21/2022,Waterford,79 CROSS ROAD,Residential,"163,890","300,000"
2707,2021,1/21/2022,West Haven,105 W PROSPECT ST,Residential,"170,800","259,999"
2708,2021,1/21/2022,West Hartford,99 BEACON HILL DRIVE,Residential,"315,000","450,000"
2709,2021,1/21/2022,Windsor,445 LANTERN WAY,Residential,"206,430","300,000"
2710,2021,1/21/2022,Windsor,40 BLOOMFIELD AVE,Commercial,"223,300","250,000"
2711,2021,1/21/2022,Windsor Locks,37 PHEASANT COURT UNIT 37,Residential,"121,800","190,000"
2712,2021,1/21/2022,West Hartford,144 OVERBROOK ROAD,Residential,"179,760","350,000"
2713,2021,1/21/2022,Woodbury,18 WOODBURY PLACE,Residential,"102,550","219,900"
2714,2021,1/21/2022,Wilton,21 VILLAGE WALK,Residential,"135,240","220,000"
2715,2021,1/21/2022,Woodbridge,1081 RACEBROOK RD,Residential,"183,120","376,000"
2716,2021,1/21/2022,Winchester,44 SPENCER STREET,Residential,"115,850","250,000"
2717,2021,1/21/2022,Westport,18 CLINTON AVENUE,Residential,"617,500","1,250,888"
2718,2021,1/22/2022,Thompson,26 WALKER RD,Residential,"130,900","318,000"
2719,2021,1/22/2022,New Haven,91 HARBOUR CLOSE UNIT 91-C,Residential,"135,450","225,000"
2720,2021,1/22/2022,West Hartford,179 SOMERSET STREET,Residential,"110,530","170,000"
2721,2021,1/24/2022,Avon,13 COTTONWOOD DRIVE,Residential,"119,990","210,000"
2722,2021,1/24/2022,Bristol,20 WARD ST,Residential,"96,320","232,500"
2723,2021,1/24/2022,Darien,9 CLUBHOUSE CIRCLE,Residential,"869,820","1,507,500"
2724,2021,1/24/2022,Killingly,134 SLATER HILL RD,Residential,"185,290","490,000"
2725,2021,1/24/2022,Cromwell,204 SKYVIEW DRIVE,Residential,"107,730","225,000"
2726,2021,1/24/2022,Hamden,238 LANE ST,Residential,"122,920","250,000"
2727,2021,1/24/2022,Brooklyn,64 HYDE RD,Residential,"178,510","471,000"
2728,2021,1/24/2022,Madison,139 WILDWOOD AVE,Residential,"195,400","363,000"
2729,2021,1/24/2022,Danbury,174 STADLEY ROUGH RD,Residential,"207,900","400,000"
2730,2021,1/24/2022,New Britain,2430 CORBIN AVE,Residential,"120,260","229,900"
2731,2021,1/24/2022,Hamden,75 CHERRY ANN ST,Residential,"101,360","207,000"
2732,2021,1/24/2022,Monroe,35 COUNTRYSIDE DR,Residential,"179,600","326,000"
2733,2021,1/24/2022,Bloomfield,633 PARK AVE,Residential,"116,800","200,000"
2734,2021,1/24/2022,Cheshire,1015 WALLINGFORD RD,Residential,"258,060","550,000"
2735,2021,1/24/2022,Bridgeport,415 SAUNDERS AVE,Residential,"136,560","165,000"
2736,2021,1/24/2022,East Hampton,69 MOUNTAINVIEW RD,Residential,"38,950","50,000"
2737,2021,1/24/2022,Canton,260 WRIGHT ROAD,Residential,"194,800","350,000"
2738,2021,1/24/2022,Bristol,24 CLEARVIEW AVE,Residential,"110,810","242,000"
2739,2021,1/24/2022,New Britain,50 CONCORD ST,Residential,"140,980","324,000"
2740,2021,1/24/2022,Branford,2 OAK HOLLOW RD,Residential,"244,500","459,000"
2741,2021,1/24/2022,New Canaan,18 NUTMEG LA,Residential,"563,080","1,124,050"
2742,2021,1/24/2022,Litchfield,CAMPVILLE RD,Vacant Land,"46,090","60,000"
2743,2021,1/24/2022,Bethel,44 AUNT PATTYS LANE WEST,Residential,"263,130","630,000"
2744,2021,1/24/2022,Danbury,23 CROFUT ST,Residential,"192,400","440,000"
2745,2021,1/24/2022,Bridgeport,48 RIVERVIEW DR,Residential,"79,740","154,000"
2746,2021,1/24/2022,Middletown,7 MAPLE ST,Residential,"104,030","188,500"
2747,2021,1/24/2022,East Granby,12 CEDAR RIDGE ROAD,Residential,"206,700","359,000"
2748,2021,1/24/2022,Darien,28 PARK PLACE,Residential,"713,230","1,550,000"
2749,2021,1/24/2022,Branford,6 RIVER RD,Residential,"208,100","321,800"
2750,2021,1/24/2022,Bristol,72 RICHARD COURT,Residential,"144,970","275,000"
2751,2021,1/24/2022,East Haddam,341 LAKE SHORE DR,Residential,"166,110","200,000"
2752,2021,1/24/2022,Hamden,45 PHEASANT LA,Residential,"149,590","460,000"
2753,2021,1/24/2022,Granby,380 SALMON  BROOK ST,Residential,"208,040","325,000"
2754,2021,1/24/2022,Cromwell,3 BONNIE BRIAR,Residential,"348,530","595,000"
2755,2021,1/24/2022,Hamden,1375 PARADISE AVE,Residential,"229,880","412,500"
2756,2021,1/24/2022,Guilford,264 VALLEY SHORES DR,Residential,"196,620","295,000"
2757,2021,1/24/2022,Bridgeport,61 WOODMONT AVE,Residential,"180,430","250,000"
2758,2021,1/24/2022,Killingly,30 HARTSHORN ST,Residential,"139,300","295,000"
2759,2021,1/24/2022,Bridgeport,94 RALPH ST,Residential,"166,530","404,300"
2760,2021,1/24/2022,Danbury,110A LONG RIDGE RD,Vacant Land,"90,100","85,000"
2761,2021,1/24/2022,New Britain,247 KELSEY ST,Residential,"169,050","349,000"
2762,2021,1/24/2022,Haddam,118 FILLEY RD,Residential,"148,840","340,000"
2763,2021,1/24/2022,Easton,76 FERNDALE ROAD,Residential,"376,180","630,000"
2764,2021,1/24/2022,Clinton,5 INDIAN DR,Residential,"248,264","453,500"
2765,2021,1/24/2022,Guilford,92 ALDEN DR,Residential,"190,560","380,000"
2766,2021,1/24/2022,Branford,37 FENWAY RD,Residential,"283,600","270,000"
2767,2021,1/24/2022,Bethel,135 CHESTNUT RIDGE ROAD,Residential,"237,230","463,000"
2768,2021,1/24/2022,Bridgeport,140 RIDGEBROOK DR,Residential,"169,380","360,000"
2769,2021,1/24/2022,Bristol,40 GLENVIEW DR,Residential,"110,810","195,000"
2770,2021,1/24/2022,Ledyard,14 NORMAN DR,Residential,"135,240","250,000"
2771,2021,1/24/2022,New Britain,354 GLEN ST,Residential,"79,730","179,900"
2772,2021,1/24/2022,Darien,15 THOMASINA LANE,Residential,"605,990","1,400,000"
2773,2021,1/24/2022,Burlington,122 DEER RUN,Residential,"306,670","675,000"
2774,2021,1/24/2022,Litchfield,153 SOUTH ST,Residential,"358,090","535,000"
2775,2021,1/24/2022,New Britain,109 GOVERNOR ST,Residential,"108,150","213,000"
2776,2021,1/24/2022,Danbury,17 HOME PL,Residential,"143,000","315,000"
2777,2021,1/24/2022,Bridgeport,52 YACHT ST,Residential,"140,513","240,000"
2778,2021,1/24/2022,Derby,43 PAUGASSETT RD,Residential,"162,330","58,000"
2779,2021,1/24/2022,Branford,200 CROSSWOODS RD,Residential,"105,100","239,900"
2780,2021,1/24/2022,Hamden,62 ALSTRUM ST,Residential,"84,700","142,000"
2781,2021,1/24/2022,Ansonia,34 RUSSELL ST,Residential,"114,200","380,000"
2782,2021,1/24/2022,Hamden,65 EDGEHILL TR,Residential,"335,860","725,000"
2783,2021,1/24/2022,New Britain,36 CONNERTON ST,Residential,"101,360","215,000"
2784,2021,1/24/2022,Barkhamsted,14 WOOD RIDGE DR,Residential,"219,120","160,000"
2785,2021,1/24/2022,Killingly,32 EDWARDSEN ST,Residential,"110,250","188,000"
2786,2021,1/24/2022,Branford,1-3 JEFFERSON RD,Commercial,"506,100","895,000"
2787,2021,1/24/2022,Monroe,54 GREAT OAK FARM RD,Residential,"302,300","588,000"
2788,2021,1/24/2022,New Britain,41 ALLEN ST,Residential,"156,870","370,000"
2789,2021,1/24/2022,Branford,8 WILDWOOD DR,Residential,"188,600","101,666"
2790,2021,1/24/2022,Bridgeport,516 LAUREL AVE,Vacant Land,"57,390","110,000"
2791,2021,1/24/2022,Bristol,65 TALMADGE ST,Residential,"100,310","245,000"
2792,2021,1/24/2022,Bridgeport,210 FOX ST,Residential,"173,050","320,000"
2793,2021,1/24/2022,Danbury,126 TRIANGLE ST A1,Residential,"41,500","123,000"
2794,2021,1/24/2022,Guilford,4776 DURHAM RD,Residential,"251,800","512,000"
2795,2021,1/24/2022,Coventry,707 BABCOCK HILL RD,Residential,"189,700","349,900"
2796,2021,1/24/2022,Bethel,65 JUNIPER ROAD,Residential,"82,530","156,000"
2797,2021,1/24/2022,Bridgeport,69 BELL ST,Residential,"116,350","200,000"
2798,2021,1/24/2022,Bloomfield,19 HIGH WOOD ROAD,Residential,"290,710","450,000"
2799,2021,1/24/2022,Berlin,595 EDGEWOOD RD,Residential,"373,500","470,000"
2800,2021,1/24/2022,Canaan,260 RT 63,Residential,"427,300","535,000"
2801,2021,1/24/2022,Darien,33 GRANASTON LANE,Residential,"979,650","1,700,000"
2802,2021,1/24/2022,Derby,43 PAUGASSETT RD,Residential,"162,330","58,000"
2803,2021,1/24/2022,Haddam,39 MORRIS HUBBARD RD,Residential,"139,960","300,000"
2804,2021,1/24/2022,Derby,14 JOYCE AVE,Residential,"139,930","265,500"
2805,2021,1/24/2022,Kent,GORHAM RD,Residential,"120,500","215,000"
2806,2021,1/24/2022,Ledyard,237 HALEY RD,Residential,"131,880","300,000"
2807,2021,1/24/2022,Danbury,4-6 BEAR MOUNTAIN RD,Vacant Land,"78,800","105,000"
2808,2021,1/24/2022,New Britain,15 WINTHROP ST,Apartments,"182,070","365,000"
2809,2021,1/24/2022,Bristol,117 BROOK ST,Residential,"83,440","210,000"
2810,2021,1/24/2022,Middletown,95 TRAINING HILL RD,Residential,"138,920","198,000"
2811,2021,1/24/2022,New Fairfield,3 WOODS RD,Residential,"253,300","451,000"
2812,2021,1/24/2022,Canton,6 JOHNSON PLACE,Residential,"158,710","287,000"
2813,2021,1/24/2022,New Fairfield,196 RTE 39,Residential,"235,000","399,000"
2814,2021,1/24/2022,Killingly,14 HARTFORD PIKE,Residential,"172,760","320,000"
2815,2021,1/24/2022,Danbury,14 BARNUM RD,Residential,"193,200","350,000"
2816,2021,1/24/2022,Avon,1 MUIRFIELD LANE,Residential,"307,880","560,000"
2817,2021,1/24/2022,Naugatuck,40 DAMSON LA,Residential,"109,360","195,000"
2818,2021,1/24/2022,New Britain,255 KELSEY ST,Residential,"169,050","349,000"
2819,2021,1/24/2022,Goshen,9 SQUIRE CT,Residential,"182,410","520,000"
2820,2021,1/24/2022,Guilford,105 PROSPECT AVE,Residential,"544,840","1,000,000"
2821,2021,1/24/2022,Bloomfield,8 RYEFIELD HOLLOW DRIVE,Residential,"185,780","290,000"
2822,2021,1/24/2022,Cromwell,31 WASHINGTON ROAD,Residential,"147,980","269,900"
2823,2021,1/24/2022,Hamden,140 URSINI DR,Residential,"155,190","320,000"
2824,2021,1/24/2022,Bristol,11 ADDISON ST,Residential,"105,700","260,000"
2825,2021,1/24/2022,Berlin,270 NEW BRITAIN RD #20,Residential,0,"416,272"
2826,2021,1/24/2022,Ellington,15 ROTHE LN,Residential,"219,580","425,000"
2827,2021,1/24/2022,Madison,13 CEDAR CROFT DR,Residential,"237,900","445,000"
2828,2021,1/24/2022,Branford,8 WILDWOOD DR,Residential,"188,600","101,666"
2829,2021,1/24/2022,New Canaan,982 OENOKE RIDGE,Residential,"3,070,550","4,800,000"
2830,2021,1/24/2022,Guilford,140 MAUPAS RD NO,Residential,"185,690","352,000"
2831,2021,1/24/2022,Coventry,62 WINDY HILL RD,Residential,"78,400","551,678"
2832,2021,1/24/2022,Danbury,18 LOCUST AV,Residential,"266,900","570,000"
2833,2021,1/24/2022,Derby,98 DIRIENZO HTS,Residential,"243,880","370,000"
2834,2021,1/24/2022,Bridgeport,59 PRIMROSE AVE,Residential,"207,340","330,000"
2835,2021,1/24/2022,Madison,3 THELBRIDGE ST,Residential,"217,800","465,000"
2836,2021,1/24/2022,East Hampton,68 LONG CROSSING RD,Residential,"141,890","290,000"
2837,2021,1/24/2022,Lebanon,8 LEDGE RD,Residential,"44,780","60,000"
2838,2021,1/24/2022,Farmington,1145 FIENEMANN RD,Residential,"139,100","200,000"
2839,2021,1/24/2022,Berlin,85 GARDEN DR,Residential,"159,300","295,000"
2840,2021,1/24/2022,Bristol,218 MAPLE AVE,Residential,"94,430","172,000"
2841,2021,1/24/2022,Middletown,70 CHURCH ST,Residential,"134,690","74,000"
2842,2021,1/24/2022,Bristol,143 GRIDLEY ST,Residential,"95,580","215,000"
2843,2021,1/24/2022,Derby,43 PAUGASSETT RD,Residential,"162,330","58,000"
2844,2021,1/24/2022,Bethany,636 AMITY RD,Residential,"146,430","440,000"
2845,2021,1/24/2022,Cromwell,563A MAIN STREET,Residential,"128,590","245,000"
2846,2021,1/24/2022,New Britain,410-2J FARMINGTON AVE,Residential,"70,140","90,000"
2847,2021,1/24/2022,Avon,47 JACKSON STREET,Residential,"181,880","305,000"
2848,2021,1/24/2022,Newtown,14-17 PINE STREET,Residential,"154,750","270,000"
2849,2021,1/24/2022,Wallingford,6 COMPASS ROCK LN,Residential,"267,100","504,900"
2850,2021,1/24/2022,Stratford,635 SECOND HILL LANE,Residential,"216,160","430,000"
2851,2021,1/24/2022,Tolland,175 HARTFORD TPKE,Commercial,"146,200","155,000"
2852,2021,1/24/2022,Plainfield,35 JOLLEY RD,Residential,"102,340","238,000"
2853,2021,1/24/2022,Southington,150-2C BURRITT ST,Residential,"97,650","147,000"
2854,2021,1/24/2022,Waterbury,73 MOHAWK ST,Residential,"120,850","318,877"
2855,2021,1/24/2022,Norwich,150 YANTIC ST #306,Residential,"35,200","81,900"
2856,2021,1/24/2022,Washington,46 HINKLE RD,Residential,"274,310","577,500"
2857,2021,1/24/2022,Suffield,15 DOWNING WAY,Residential,"145,670","265,000"
2858,2021,1/24/2022,Plainville,9 STREMLAU AVE,Residential,"122,780","195,000"
2859,2021,1/24/2022,Waterbury,93 MORELAND AVE,Residential,"68,900","220,000"
2860,2021,1/24/2022,New London,100 PEQUOT AVE SLIP 4007,Commercial,"7,000","17,000"
2861,2021,1/24/2022,Stamford,25 VAN BUSKIRK AVENUE,Residential,"233,470","515,000"
2862,2021,1/24/2022,Ridgefield,205 MOUNTAIN RD,Residential,"420,150","779,000"
2863,2021,1/24/2022,Seymour,31 WEST ST,Residential,"101,710","184,000"
2864,2021,1/24/2022,South Windsor,804 TWIN CIRCLE DR,Residential,"59,600","110,000"
2865,2021,1/24/2022,New Haven,102 WHEELER ST,Industrial,"2,134,965","6,431,100"
2866,2021,1/24/2022,Norwalk,71 AIKEN ST UNIT A13,Residential,"130,550","245,000"
2867,2021,1/24/2022,North Haven,43 WAYLAND ST,Vacant Land,"95,200","75,000"
2868,2021,1/24/2022,New London,63 HEMPSTEAD ST,Residential,"49,630","59,000"
2869,2021,1/24/2022,Stratford,63B CHEYENNE LANE,Residential,"122,360","295,000"
2870,2021,1/24/2022,Sterling,101 GIBSON HILL RD,Residential,"261,810","565,000"
2871,2021,1/24/2022,Torrington,D26 SURREY LN,Residential,"38,760","120,000"
2872,2021,1/24/2022,North Stonington,116 NRWH WSTLY RD,Commercial,"544,670","1,515,000"
2873,2021,1/24/2022,New Haven,533 QUINNIPIAC AV,Residential,"116,060","192,000"
2874,2021,1/24/2022,North Branford,69 WOODS HILL RD,Residential,"370,200","685,000"
2875,2021,1/24/2022,Stamford,596 GLENBROOK ROAD #19,Residential,"314,700","530,000"
